,Genotype,date,modality,plant,order,no_visible_leaves,no_foliar_primordia,no_total_leaves,no_open_flowers,no_aborted_flowers,no_total_flowers,no_fruits,no_stolons,no_vegetative_bud,no_initiated_bud,no_floral_bud,type_of_crown,crown_status,stage,complete_module,vid,plant_vid
1133,Sanié,19-04-2022,A,4.0,6,1,2,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,G,False,12274,12219
1134,Sanié,19-04-2022,A,5.0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,Main,Inflorescence,coupe,True,12292,12291
1135,Sanié,19-04-2022,A,5.0,1,1,0,1,0,0,0.0,0.0,0,0,0,0,Extension,Inflorescence,coupe,True,12294,12291
1136,Sanié,19-04-2022,A,5.0,2,3,0,3,0,0,20.0,10.0,0,0,0,0,Extension,Inflorescence,89,True,12296,12291
1137,Sanié,19-04-2022,A,5.0,3,1,0,1,0,0,7.0,7.0,0,0,0,0,Branch,Inflorescence,89,True,12298,12291
1138,Sanié,19-04-2022,A,5.0,4,4,0,4,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,aborted,False,12300,12291
1139,Sanié,19-04-2022,A,5.0,5,1,2,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,F,False,12311,12291
1140,Sanié,19-04-2022,A,5.0,3,3,0,3,0,0,7.0,7.0,0,2,0,0,Branch,Inflorescence,89,True,12325,12291
1141,Sanié,19-04-2022,A,5.0,4,2,0,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,aborted,False,12333,12291
1142,Sanié,19-04-2022,A,5.0,3,4,0,4,0,0,9.0,9.0,0,3,0,0,Extension,Inflorescence,89,True,12343,12291
1143,Sanié,19-04-2022,A,5.0,4,3,0,3,0,0,1.0,1.0,0,2,0,0,Extension,Inflorescence,89,True,12354,12291
1144,Sanié,19-04-2022,A,5.0,5,1,2,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,F,False,12362,12291
1145,Sanié,19-04-2022,A,6.0,0,2,0,2,0,0,17.0,15.0,0,1,0,0,Main,Inflorescence,89.0,True,12379,12378
1146,Sanié,19-04-2022,A,6.0,1,2,0,2,0,0,6.0,5.0,0,1,0,0,Extension,Inflorescence,89.0,True,12384,12378
1147,Sanié,19-04-2022,A,6.0,2,3,0,3,0,0,0.0,0.0,0,3,0,0,Extension,Inflorescence,,True,12389,12378
1148,Sans rivale,05-04-2022,A,1.0,0,10,0,10,0,0,20.0,20.0,0,4,0,0,Main,Inflorescence,89,True,12403,12402
1149,Sans rivale,05-04-2022,A,1.0,1,3,0,3,0,0,4.0,0.0,0,1,0,0,Branch,Inflorescence,60,True,12405,12402
1150,Sans rivale,05-04-2022,A,1.0,2,2,0,2,0,0,9.0,9.0,0,1,0,0,Extension,Inflorescence,89,True,12416,12402
1151,Sans rivale,05-04-2022,A,1.0,3,3,0,3,0,0,5.0,0.0,0,2,0,0,Extension,Inflorescence,60,True,12421,12402
1152,Sans rivale,05-04-2022,A,1.0,4,1,2,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,G,False,12429,12402
1153,Sans rivale,05-04-2022,A,1.0,1,2,0,2,0,0,10.0,10.0,0,1,0,0,Branch,Inflorescence,89,True,12444,12402
1154,Sans rivale,05-04-2022,A,1.0,2,2,0,2,0,0,8.0,8.0,0,1,0,0,Extension,Inflorescence,89,True,12449,12402
1155,Sans rivale,05-04-2022,A,1.0,3,3,0,3,0,0,6.0,3.0,0,2,0,0,Extension,Inflorescence,71,True,12454,12402
1156,Sans rivale,05-04-2022,A,1.0,4,2,2,4,0,0,0.0,0.0,0,4,0,0,Extension,dried/aborted/cutted,G,False,12462,12402
1157,Sans rivale,05-04-2022,A,1.0,1,2,0,2,0,0,4.0,4.0,0,1,0,0,Branch,Inflorescence,89,True,12480,12402
1158,Sans rivale,05-04-2022,A,1.0,2,5,0,5,0,0,0.0,0.0,0,4,0,0,Extension,Inflorescence,I,True,12485,12402
1159,Sans rivale,05-04-2022,A,1.0,1,10,0,10,0,0,18.0,18.0,0,6,0,0,Branch,Inflorescence,89,True,12510,12402
1160,Sans rivale,05-04-2022,A,1.0,2,7,1,8,0,0,0.0,0.0,0,7,0,0,Branch,dried/aborted/cutted,G,False,12512,12402
1161,Sans rivale,05-04-2022,A,1.0,3,2,0,2,0,0,3.0,3.0,0,1,0,0,Branch,Inflorescence,89,True,12520,12402
1162,Sans rivale,05-04-2022,A,1.0,4,2,1,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,G,False,12525,12402
1163,Sans rivale,05-04-2022,A,1.0,2,2,0,2,0,0,7.0,7.0,0,1,0,0,Branch,Inflorescence,89,True,12560,12402
1164,Sans rivale,05-04-2022,A,1.0,3,2,1,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,aborted,False,12565,12402
1165,Sans rivale,05-04-2022,A,1.0,2,2,0,2,0,0,12.0,12.0,0,1,0,0,Branch,Inflorescence,89,True,12590,12402
1166,Sans rivale,05-04-2022,A,1.0,3,2,0,2,0,0,10.0,7.0,0,1,0,0,Extension,Inflorescence,89,True,12595,12402
1167,Sans rivale,05-04-2022,A,1.0,4,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,F,False,12600,12402
1168,Sans rivale,05-04-2022,A,1.0,2,2,0,2,0,0,13.0,13.0,0,1,0,0,Extension,Inflorescence,89,True,12611,12402
1169,Sans rivale,05-04-2022,A,1.0,3,2,0,2,0,0,7.0,3.0,0,1,0,0,Extension,Inflorescence,71,True,12616,12402
1170,Sans rivale,05-04-2022,A,1.0,4,2,1,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,G,False,12621,12402
1171,Sans rivale,05-04-2022,A,1.0,1,3,0,3,0,0,11.0,10.0,0,2,0,0,Branch,Inflorescence,89,True,12648,12402
1172,Sans rivale,05-04-2022,A,1.0,2,3,0,3,0,0,0.0,0.0,0,2,0,0,Extension,Inflorescence,55,True,12656,12402
1173,Sans rivale,05-04-2022,A,1.0,1,2,0,2,0,0,9.0,9.0,0,1,0,0,Extension,Inflorescence,89,True,12675,12402
1174,Sans rivale,05-04-2022,A,1.0,2,3,0,3,0,0,8.0,6.0,0,2,0,0,Extension,Inflorescence,89,True,12680,12402
1175,Sans rivale,05-04-2022,A,1.0,3,2,0,2,0,0,0.0,0.0,0,1,0,0,Extension,dried/aborted/cutted,I,False,12688,12402
1176,Sans rivale,05-04-2022,A,2.0,0,6,0,6,0,0,18.0,18.0,0,1,0,0,Main,Inflorescence,89,True,12706,12705
1177,Sans rivale,05-04-2022,A,2.0,1,1,0,1,0,0,4.0,1.0,0,0,0,0,Branch,Inflorescence,71,True,12711,12705
1178,Sans rivale,05-04-2022,A,2.0,2,2,0,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,G,False,12713,12705
1179,Sans rivale,05-04-2022,A,2.0,1,1,0,1,0,0,13.0,13.0,0,0,0,0,Branch,Inflorescence,89,True,12723,12705
1180,Sans rivale,05-04-2022,A,2.0,2,3,0,3,0,0,6.0,5.0,0,2,0,0,Extension,Inflorescence,89,True,12725,12705
1181,Sans rivale,05-04-2022,A,2.0,3,1,0,1,0,0,0.0,0.0,0,1,0,0,Extension,dried/aborted/cutted,G,False,12733,12705
1182,Sans rivale,05-04-2022,A,2.0,1,2,0,2,0,0,6.0,6.0,0,1,0,0,Branch,Inflorescence,89,True,12741,12705
1183,Sans rivale,05-04-2022,A,2.0,2,2,0,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,G,False,12746,12705
1184,Sans rivale,05-04-2022,A,2.0,1,4,0,4,0,0,3.0,0.0,0,3,0,0,Branch,Inflorescence,60,True,12756,12705
1185,Sans rivale,05-04-2022,A,2.0,1,3,0,3,0,0,3.0,3.0,0,2,0,0,Extension,Inflorescence,89,True,12774,12705
1186,Sans rivale,05-04-2022,A,3.0,0,10,0,10,0,0,18.0,18.0,0,5,0,0,Main,Inflorescence,89,True,12790,12789
1187,Sans rivale,05-04-2022,A,3.0,1,4,0,4,0,0,13.0,13.0,0,3,0,0,Branch,Inflorescence,89,True,12798,12789
1188,Sans rivale,05-04-2022,A,3.0,2,3,0,3,0,0,6.0,6.0,0,2,0,0,Extension,Inflorescence,89,True,12809,12789
1189,Sans rivale,05-04-2022,A,3.0,3,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,I,False,12817,12789
1190,Sans rivale,05-04-2022,A,3.0,1,3,0,3,0,0,11.0,11.0,0,2,0,0,Branch,Inflorescence,89,True,12828,12789
1191,Sans rivale,05-04-2022,A,3.0,2,2,0,2,0,0,12.0,12.0,0,1,0,0,Extension,Inflorescence,89,True,12836,12789
1192,Sans rivale,05-04-2022,A,3.0,3,2,0,2,0,0,8.0,8.0,0,1,0,0,Extension,Inflorescence,89,True,12841,12789
1193,Sans rivale,05-04-2022,A,3.0,1,1,0,1,0,0,14.0,14.0,0,0,0,0,Branch,Inflorescence,89,True,12858,12789
1194,Sans rivale,05-04-2022,A,3.0,2,2,0,2,0,0,11.0,11.0,0,1,0,0,Extension,Inflorescence,89,True,12860,12789
1195,Sans rivale,05-04-2022,A,3.0,3,1,2,3,0,0,0.0,0.0,0,3,0,0,Extension,dried/aborted/cutted,aborted,False,12865,12789
1196,Sans rivale,05-04-2022,A,3.0,1,1,0,1,0,0,0.0,0.0,0,1,0,0,Branch,dried/aborted/cutted,aborted,False,12885,12789
1197,Sans rivale,05-04-2022,A,3.0,1,3,0,3,0,0,6.0,6.0,0,2,0,0,Extension,Inflorescence,89,True,12891,12789
1198,Sans rivale,05-04-2022,A,3.0,2,1,1,2,0,0,0.0,0.0,0,2,0,0,Extension,dried/aborted/cutted,G,False,12899,12789
