,node_id,rank,branching_type,complete,no_modules_branching,no_branch_crown_branching,no_extension_crown_branching,branching_length,Genotype,order,date,plant
1626,5682,15,vegetative bud,other,0,0,0,0,Cireine,3,25-04-2022,4.0
1627,5685,16,vegetative bud,other,0,0,0,0,Cireine,3,25-04-2022,4.0
1628,5694,1,stolon,other,0,0,0,0,Cireine,0,25-04-2022,5.0
1629,5697,2,stolon,other,0,0,0,0,Cireine,0,25-04-2022,5.0
1630,5700,3,vegetative bud,other,0,0,0,0,Cireine,0,25-04-2022,5.0
1631,5703,4,vegetative bud,other,0,0,0,0,Cireine,0,25-04-2022,5.0
1632,5706,5,vegetative bud,other,0,0,0,0,Cireine,0,25-04-2022,5.0
1633,5709,6,vegetative bud,other,0,0,0,0,Cireine,0,25-04-2022,5.0
1634,5712,7,branch crown,complete,2,1,1,11,Cireine,0,25-04-2022,5.0
1635,5760,8,branch crown,complete,0,0,0,0,Cireine,0,25-04-2022,5.0
1636,5762,9,vegetative bud,other,0,0,0,0,Cireine,1,25-04-2022,5.0
1637,5765,10,vegetative bud,other,0,0,0,0,Cireine,1,25-04-2022,5.0
1638,5768,11,vegetative bud,other,0,0,0,0,Cireine,1,25-04-2022,5.0
1639,5771,12,branch crown,incomplete,0,0,0,0,Cireine,1,25-04-2022,5.0
1640,5773,13,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,5.0
1641,5776,14,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,5.0
1642,5779,15,stolon,other,0,0,0,0,Cireine,2,25-04-2022,5.0
1643,5782,16,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,5.0
1644,5785,17,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,5.0
1645,5788,18,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,5.0
1646,5791,19,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,5.0
1647,5794,20,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,5.0
1648,5797,21,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,5.0
1649,5800,22,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,5.0
1650,5808,1,branch crown,complete,2,1,1,5,Cireine,0,25-04-2022,6.0
1651,5826,2,branch crown,incomplete,1,1,0,2,Cireine,0,25-04-2022,6.0
1652,5835,3,vegetative bud,other,0,0,0,0,Cireine,0,25-04-2022,6.0
1653,5838,4,branch crown,complete,0,0,0,0,Cireine,0,25-04-2022,6.0
1654,5840,5,vegetative bud,other,0,0,0,0,Cireine,1,25-04-2022,6.0
1655,5843,6,branch crown,complete,0,0,0,0,Cireine,1,25-04-2022,6.0
1656,5845,7,vegetative bud,other,0,0,0,0,Cireine,2,25-04-2022,6.0
1657,5848,8,branch crown,incomplete,0,0,0,0,Cireine,2,25-04-2022,6.0
1658,5850,9,vegetative bud,other,0,0,0,0,Cireine,3,25-04-2022,6.0
1659,5853,10,vegetative bud,other,0,0,0,0,Cireine,3,25-04-2022,6.0
