,node_id,rank,branching_type,complete,no_modules_branching,no_branch_crown_branching,no_extension_crown_branching,branching_length,Genotype,order,date,plant
969,11431,14,vegetative bud,other,0,0,0,0,Osiris,1,11-04-2022,5.0
970,11434,15,branch crown,incomplete,0,0,0,0,Osiris,1,11-04-2022,5.0
971,11436,16,vegetative bud,other,0,0,0,0,Osiris,2,11-04-2022,5.0
972,11439,17,vegetative bud,other,0,0,0,0,Osiris,2,11-04-2022,5.0
973,11442,18,vegetative bud,other,0,0,0,0,Osiris,2,11-04-2022,5.0
974,11450,1,branch crown,complete,3,2,1,8,Osiris,0,11-04-2022,6.0
975,11492,2,branch crown,complete,2,1,1,7,Osiris,0,11-04-2022,6.0
976,11522,3,branch crown,complete,0,0,0,0,Osiris,0,11-04-2022,6.0
977,11524,4,branch crown,complete,2,1,1,6,Osiris,1,11-04-2022,6.0
978,11548,5,branch crown,complete,0,0,0,0,Osiris,1,11-04-2022,6.0
979,11550,6,vegetative bud,other,0,0,0,0,Osiris,2,11-04-2022,6.0
980,11553,7,vegetative bud,other,0,0,0,0,Osiris,2,11-04-2022,6.0
981,11556,8,vegetative bud,other,0,0,0,0,Osiris,2,11-04-2022,6.0
982,11559,9,vegetative bud,other,0,0,0,0,Osiris,2,11-04-2022,6.0
983,11562,10,branch crown,complete,2,1,1,4,Osiris,2,11-04-2022,6.0
984,11583,11,branch crown,complete,0,0,0,0,Osiris,2,11-04-2022,6.0
985,11585,12,vegetative bud,other,0,0,0,0,Osiris,3,11-04-2022,6.0
986,11588,13,vegetative bud,other,0,0,0,0,Osiris,3,11-04-2022,6.0
987,11591,14,branch crown,incomplete,0,0,0,0,Osiris,3,11-04-2022,6.0
988,11593,15,vegetative bud,other,0,0,0,0,Osiris,4,11-04-2022,6.0
989,11596,16,vegetative bud,other,0,0,0,0,Osiris,4,11-04-2022,6.0
990,11599,17,vegetative bud,other,0,0,0,0,Osiris,4,11-04-2022,6.0
991,4848,1,branch crown,complete,2,1,1,7,Cigaline,0,19-04-2022,1.0
992,4881,2,branch crown,complete,2,1,1,8,Cigaline,0,19-04-2022,1.0
993,4917,3,branch crown,complete,2,1,1,9,Cigaline,0,19-04-2022,1.0
994,4956,4,branch crown,complete,2,1,1,7,Cigaline,0,19-04-2022,1.0
995,4989,5,vegetative bud,other,0,0,0,0,Cigaline,0,19-04-2022,1.0
996,4992,6,vegetative bud,other,0,0,0,0,Cigaline,0,19-04-2022,1.0
997,4995,7,vegetative bud,other,0,0,0,0,Cigaline,0,19-04-2022,1.0
998,4998,8,vegetative bud,other,0,0,0,0,Cigaline,0,19-04-2022,1.0
999,5001,9,branch crown,incomplete,1,1,0,5,Cigaline,0,19-04-2022,1.0
1000,5025,10,branch crown,complete,0,0,0,0,Cigaline,0,19-04-2022,1.0
1001,5027,11,vegetative bud,other,0,0,0,0,Cigaline,1,19-04-2022,1.0
1002,5030,12,vegetative bud,other,0,0,0,0,Cigaline,1,19-04-2022,1.0
1003,5033,13,vegetative bud,other,0,0,0,0,Cigaline,1,19-04-2022,1.0
1004,5036,14,branch crown,incomplete,0,0,0,0,Cigaline,1,19-04-2022,1.0
1005,5038,15,vegetative bud,other,0,0,0,0,Cigaline,2,19-04-2022,1.0
1006,5041,16,vegetative bud,other,0,0,0,0,Cigaline,2,19-04-2022,1.0
1007,5044,17,vegetative bud,other,0,0,0,0,Cigaline,2,19-04-2022,1.0
1008,5052,1,branch crown,complete,3,1,2,7,Cigaline,0,19-04-2022,2.0
1009,5082,2,branch crown,complete,3,1,2,8,Cigaline,0,19-04-2022,2.0
1010,5115,3,branch crown,complete,3,1,2,5,Cigaline,0,19-04-2022,2.0
1011,5136,4,vegetative bud,other,0,0,0,0,Cigaline,0,19-04-2022,2.0
1012,5139,5,vegetative bud,other,0,0,0,0,Cigaline,0,19-04-2022,2.0
1013,5142,6,branch crown,complete,2,1,1,4,Cigaline,0,19-04-2022,2.0
1014,5160,7,branch crown,complete,0,0,0,0,Cigaline,0,19-04-2022,2.0
1015,5162,8,vegetative bud,other,0,0,0,0,Cigaline,1,19-04-2022,2.0
1016,5165,9,vegetative bud,other,0,0,0,0,Cigaline,1,19-04-2022,2.0
1017,5168,10,branch crown,complete,0,0,0,0,Cigaline,1,19-04-2022,2.0
1018,5170,11,vegetative bud,other,0,0,0,0,Cigaline,2,19-04-2022,2.0
1019,5173,12,-1,other,0,0,0,0,Cigaline,2,19-04-2022,2.0
1020,5184,1,branch crown,complete,2,1,1,6,Cigaline,0,19-04-2022,2.0
1021,5211,2,branch crown,complete,0,0,0,0,Cigaline,0,19-04-2022,2.0
1022,5213,3,vegetative bud,other,0,0,0,0,Cigaline,1,19-04-2022,2.0
1023,5216,4,vegetative bud,other,0,0,0,0,Cigaline,1,19-04-2022,2.0
1024,5219,5,vegetative bud,other,0,0,0,0,Cigaline,1,19-04-2022,2.0
1025,5222,6,branch crown,complete,1,1,0,3,Cigaline,1,19-04-2022,2.0
1026,5243,7,branch crown,complete,0,0,0,0,Cigaline,1,19-04-2022,2.0
1027,5245,8,vegetative bud,other,0,0,0,0,Cigaline,2,19-04-2022,2.0
1028,5248,9,branch crown,complete,0,0,0,0,Cigaline,2,19-04-2022,2.0
1029,5250,10,vegetative bud,other,0,0,0,0,Cigaline,3,19-04-2022,2.0
1030,5253,11,vegetative bud,other,0,0,0,0,Cigaline,3,19-04-2022,2.0
1031,5256,12,-1,other,0,0,0,0,Cigaline,3,19-04-2022,2.0
1032,5274,1,branch crown,complete,2,1,1,5,Cigaline,0,19-04-2022,4.0
1033,5292,2,branch crown,complete,0,0,0,0,Cigaline,0,19-04-2022,4.0
1034,5294,3,vegetative bud,other,0,0,0,0,Cigaline,1,19-04-2022,4.0
1035,5297,4,branch crown,complete,0,0,0,0,Cigaline,1,19-04-2022,4.0
1036,5299,5,vegetative bud,other,0,0,0,0,Cigaline,2,19-04-2022,4.0
1037,5302,6,vegetative bud,other,0,0,0,0,Cigaline,2,19-04-2022,4.0
1038,5305,7,branch crown,incomplete,0,0,0,0,Cigaline,2,19-04-2022,4.0
1039,5307,8,vegetative bud,other,0,0,0,0,Cigaline,3,19-04-2022,4.0
1040,5310,9,vegetative bud,other,0,0,0,0,Cigaline,3,19-04-2022,4.0
1041,5313,10,vegetative bud,other,0,0,0,0,Cigaline,3,19-04-2022,4.0
1042,1194,1,branch crown,complete,2,1,1,5,CF10122,0,11-04-2022,1.0
1043,1212,2,vegetative bud,other,0,0,0,0,CF10122,0,11-04-2022,1.0
1044,1215,3,vegetative bud,other,0,0,0,0,CF10122,0,11-04-2022,1.0
1045,1218,4,vegetative bud,other,0,0,0,0,CF10122,0,11-04-2022,1.0
1046,1221,5,branch crown,complete,0,0,0,0,CF10122,0,11-04-2022,1.0
1047,1223,6,vegetative bud,other,0,0,0,0,CF10122,1,11-04-2022,1.0
1048,1226,7,vegetative bud,other,0,0,0,0,CF10122,1,11-04-2022,1.0
1049,1229,8,branch crown,complete,0,0,0,0,CF10122,1,11-04-2022,1.0
1050,1231,9,vegetative bud,other,0,0,0,0,CF10122,2,11-04-2022,1.0
1051,1234,10,vegetative bud,other,0,0,0,0,CF10122,2,11-04-2022,1.0
1052,1237,11,vegetative bud,other,0,0,0,0,CF10122,2,11-04-2022,1.0
1053,1240,12,vegetative bud,other,0,0,0,0,CF10122,2,11-04-2022,1.0
1054,1248,1,branch crown,complete,4,1,3,9,CF10122,0,11-04-2022,2.0
1055,1278,2,branch crown,complete,2,1,1,7,CF10122,0,11-04-2022,2.0
1056,1302,3,branch crown,complete,2,1,1,8,CF10122,0,11-04-2022,2.0
1057,1329,4,branch crown,complete,0,0,0,0,CF10122,0,11-04-2022,2.0
1058,1331,5,vegetative bud,other,0,0,0,0,CF10122,1,11-04-2022,2.0
1059,1334,6,vegetative bud,other,0,0,0,0,CF10122,1,11-04-2022,2.0
1060,1337,7,branch crown,complete,0,0,0,0,CF10122,1,11-04-2022,2.0
1061,1339,8,vegetative bud,other,0,0,0,0,CF10122,2,11-04-2022,2.0
1062,1342,9,vegetative bud,other,0,0,0,0,CF10122,2,11-04-2022,2.0
1063,1345,10,vegetative bud,other,0,0,0,0,CF10122,2,11-04-2022,2.0
1064,1348,11,vegetative bud,other,0,0,0,0,CF10122,2,11-04-2022,2.0
1065,1351,12,branch crown,incomplete,0,0,0,0,CF10122,2,11-04-2022,2.0
1066,1353,13,vegetative bud,other,0,0,0,0,CF10122,3,11-04-2022,2.0
1067,1362,1,branch crown,complete,2,1,1,10,CF10122,0,11-04-2022,3.0
1068,1401,2,branch crown,complete,0,0,0,0,CF10122,0,11-04-2022,3.0
1069,1403,3,vegetative bud,other,0,0,0,0,CF10122,1,11-04-2022,3.0
1070,1406,4,vegetative bud,other,0,0,0,0,CF10122,1,11-04-2022,3.0
1071,1409,5,branch crown,complete,0,0,0,0,CF10122,1,11-04-2022,3.0
1072,1411,6,vegetative bud,other,0,0,0,0,CF10122,2,11-04-2022,3.0
1073,1414,7,vegetative bud,other,0,0,0,0,CF10122,2,11-04-2022,3.0
1074,1417,8,branch crown,incomplete,0,0,0,0,CF10122,2,11-04-2022,3.0
1075,1419,9,vegetative bud,other,0,0,0,0,CF10122,3,11-04-2022,3.0
1076,1422,10,vegetative bud,other,0,0,0,0,CF10122,3,11-04-2022,3.0
1077,1431,1,branch crown,complete,2,1,1,3,CF10122,0,11-04-2022,4.0
1078,1443,2,branch crown,complete,3,1,2,6,CF10122,0,11-04-2022,4.0
1079,1464,3,branch crown,complete,2,1,1,3,CF10122,0,11-04-2022,4.0
1080,1476,4,branch crown,complete,2,1,1,6,CF10122,0,11-04-2022,4.0
1081,1497,5,vegetative bud,other,0,0,0,0,CF10122,0,11-04-2022,4.0
1082,1500,6,vegetative bud,other,0,0,0,0,CF10122,0,11-04-2022,4.0
1083,1503,7,vegetative bud,other,0,0,0,0,CF10122,0,11-04-2022,4.0
1084,1506,8,branch crown,complete,0,0,0,0,CF10122,0,11-04-2022,4.0
1085,1508,9,vegetative bud,other,0,0,0,0,CF10122,1,11-04-2022,4.0
1086,1511,10,branch crown,complete,0,0,0,0,CF10122,1,11-04-2022,4.0
1087,1513,11,vegetative bud,other,0,0,0,0,CF10122,2,11-04-2022,4.0
1088,1521,1,branch crown,complete,2,1,1,4,CF10122,0,11-04-2022,5.0
1089,1536,2,branch crown,complete,4,2,2,8,CF10122,0,11-04-2022,5.0
1090,1563,3,branch crown,complete,0,0,0,0,CF10122,0,11-04-2022,5.0
1091,1565,4,vegetative bud,other,0,0,0,0,CF10122,1,11-04-2022,5.0
1092,1568,5,vegetative bud,other,0,0,0,0,CF10122,1,11-04-2022,5.0
1093,1571,6,vegetative bud,other,0,0,0,0,CF10122,1,11-04-2022,5.0
1094,1574,7,branch crown,complete,0,0,0,0,CF10122,1,11-04-2022,5.0
1095,1576,8,vegetative bud,other,0,0,0,0,CF10122,2,11-04-2022,5.0
1096,1579,9,vegetative bud,other,0,0,0,0,CF10122,2,11-04-2022,5.0
1097,1582,10,vegetative bud,other,0,0,0,0,CF10122,2,11-04-2022,5.0
1098,1585,11,branch crown,complete,0,0,0,0,CF10122,2,11-04-2022,5.0
1099,1587,12,vegetative bud,other,0,0,0,0,CF10122,3,11-04-2022,5.0
1100,1596,1,branch crown,complete,2,1,1,4,CF10122,0,11-04-2022,6.0
1101,1614,2,branch crown,complete,2,1,1,5,CF10122,0,11-04-2022,6.0
1102,1635,3,vegetative bud,other,0,0,0,0,CF10122,0,11-04-2022,6.0
1103,1638,4,vegetative bud,other,0,0,0,0,CF10122,0,11-04-2022,6.0
1104,1641,5,branch crown,complete,0,0,0,0,CF10122,0,11-04-2022,6.0
1105,1643,6,vegetative bud,other,0,0,0,0,CF10122,1,11-04-2022,6.0
1106,1646,7,branch crown,complete,0,0,0,0,CF10122,1,11-04-2022,6.0
1107,1648,8,vegetative bud,other,0,0,0,0,CF10122,2,11-04-2022,6.0
1108,1651,9,vegetative bud,other,0,0,0,0,CF10122,2,11-04-2022,6.0
1109,1654,10,branch crown,complete,0,0,0,0,CF10122,2,11-04-2022,6.0
1110,1656,11,vegetative bud,other,0,0,0,0,CF10122,3,11-04-2022,6.0
1111,7478,1,branch crown,complete,3,1,2,8,Dream,0,19-04-2022,1.0
1112,7505,2,branch crown,complete,0,0,0,0,Dream,0,19-04-2022,1.0
1113,7507,3,vegetative bud,other,0,0,0,0,Dream,1,19-04-2022,1.0
1114,7510,4,branch crown,complete,2,1,1,4,Dream,1,19-04-2022,1.0
1115,7531,5,branch crown,complete,0,0,0,0,Dream,1,19-04-2022,1.0
1116,7533,6,vegetative bud,other,0,0,0,0,Dream,2,19-04-2022,1.0
1117,7536,7,vegetative bud,other,0,0,0,0,Dream,2,19-04-2022,1.0
1118,7539,8,branch crown,complete,0,0,0,0,Dream,2,19-04-2022,1.0
1119,7541,9,vegetative bud,other,0,0,0,0,Dream,3,19-04-2022,1.0
1120,7544,10,vegetative bud,other,0,0,0,0,Dream,3,19-04-2022,1.0
1121,7547,11,branch crown,complete,0,0,0,0,Dream,3,19-04-2022,1.0
1122,7549,12,vegetative bud,other,0,0,0,0,Dream,4,19-04-2022,1.0
1123,7552,13,branch crown,incomplete,1,1,0,1,Dream,4,19-04-2022,1.0
1124,7558,14,branch crown,incomplete,0,0,0,0,Dream,4,19-04-2022,1.0
1125,7560,15,vegetative bud,other,0,0,0,0,Dream,5,19-04-2022,1.0
1126,7563,16,vegetative bud,other,0,0,0,0,Dream,5,19-04-2022,1.0
1127,7574,1,branch crown,complete,2,1,1,5,Dream,0,19-04-2022,2.0
1128,7598,2,branch crown,complete,0,0,0,0,Dream,0,19-04-2022,2.0
1129,7600,3,vegetative bud,other,0,0,0,0,Dream,1,19-04-2022,2.0
1130,7603,4,branch crown,complete,0,0,0,0,Dream,1,19-04-2022,2.0
1131,7605,5,branch crown,complete,7,2,5,20,Dream,2,19-04-2022,2.0
1132,7692,6,branch crown,complete,0,0,0,0,Dream,2,19-04-2022,2.0
1133,7694,7,vegetative bud,other,0,0,0,0,Dream,3,19-04-2022,2.0
1134,7697,8,vegetative bud,other,0,0,0,0,Dream,3,19-04-2022,2.0
1135,7700,9,vegetative bud,other,0,0,0,0,Dream,3,19-04-2022,2.0
1136,7703,10,vegetative bud,other,0,0,0,0,Dream,3,19-04-2022,2.0
1137,7706,11,branch crown,complete,3,1,2,6,Dream,3,19-04-2022,2.0
1138,7727,12,branch crown,complete,0,0,0,0,Dream,3,19-04-2022,2.0
1139,7729,13,vegetative bud,other,0,0,0,0,Dream,4,19-04-2022,2.0
1140,7732,14,branch crown,complete,0,0,0,0,Dream,4,19-04-2022,2.0
1141,7734,15,vegetative bud,other,0,0,0,0,Dream,5,19-04-2022,2.0
1142,7737,16,vegetative bud,other,0,0,0,0,Dream,5,19-04-2022,2.0
1143,7740,17,branch crown,incomplete,0,0,0,0,Dream,5,19-04-2022,2.0
1144,7742,18,vegetative bud,other,0,0,0,0,Dream,6,19-04-2022,2.0
1145,7754,1,vegetative bud,other,0,0,0,0,Dream,0,19-04-2022,3.0
1146,7757,2,vegetative bud,other,0,0,0,0,Dream,0,19-04-2022,3.0
1147,7760,3,branch crown,complete,5,2,3,9,Dream,0,19-04-2022,3.0
1148,7796,4,branch crown,complete,0,0,0,0,Dream,0,19-04-2022,3.0
1149,7798,5,vegetative bud,other,0,0,0,0,Dream,1,19-04-2022,3.0
1150,7801,6,branch crown,complete,0,0,0,0,Dream,1,19-04-2022,3.0
1151,7803,7,branch crown,complete,0,0,0,0,Dream,2,19-04-2022,3.0
1152,7805,8,vegetative bud,other,0,0,0,0,Dream,3,19-04-2022,3.0
1153,7808,9,vegetative bud,other,0,0,0,0,Dream,3,19-04-2022,3.0
1154,7811,10,branch crown,incomplete,0,0,0,0,Dream,3,19-04-2022,3.0
1155,7813,11,vegetative bud,other,0,0,0,0,Dream,4,19-04-2022,3.0
1156,7816,12,vegetative bud,other,0,0,0,0,Dream,4,19-04-2022,3.0
1157,7826,1,branch crown,complete,6,2,4,16,Dream,0,19-04-2022,4.0
1158,7889,2,branch crown,complete,6,2,4,15,Dream,0,19-04-2022,4.0
1159,7946,3,vegetative bud,other,0,0,0,0,Dream,0,19-04-2022,4.0
1160,7949,4,vegetative bud,other,0,0,0,0,Dream,0,19-04-2022,4.0
1161,7952,5,vegetative bud,other,0,0,0,0,Dream,0,19-04-2022,4.0
1162,7955,6,vegetative bud,other,0,0,0,0,Dream,0,19-04-2022,4.0
1163,7958,7,vegetative bud,other,0,0,0,0,Dream,0,19-04-2022,4.0
1164,7961,8,branch crown,complete,3,1,2,6,Dream,0,19-04-2022,4.0
1165,7985,9,vegetative bud,other,0,0,0,0,Dream,0,19-04-2022,4.0
1166,7991,1,vegetative bud,other,0,0,0,0,Dream,0,19-04-2022,5.0
1167,7994,2,vegetative bud,other,0,0,0,0,Dream,0,19-04-2022,5.0
1168,7997,3,vegetative bud,other,0,0,0,0,Dream,0,19-04-2022,5.0
1169,8000,4,branch crown,complete,1,1,0,3,Dream,0,19-04-2022,5.0
1170,8012,5,branch crown,complete,0,0,0,0,Dream,0,19-04-2022,5.0
1171,8014,6,branch crown,complete,0,0,0,0,Dream,1,19-04-2022,5.0
1172,8016,7,vegetative bud,other,0,0,0,0,Dream,2,19-04-2022,5.0
1173,8019,8,vegetative bud,other,0,0,0,0,Dream,2,19-04-2022,5.0
1174,8022,9,branch crown,complete,0,0,0,0,Dream,2,19-04-2022,5.0
1175,8024,10,vegetative bud,other,0,0,0,0,Dream,3,19-04-2022,5.0
1176,8027,11,vegetative bud,other,0,0,0,0,Dream,3,19-04-2022,5.0
1177,8030,12,vegetative bud,other,0,0,0,0,Dream,3,19-04-2022,5.0
1178,9479,1,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,1.0
1179,9482,2,branch crown,complete,2,1,1,4,Magnum,0,11-04-2022,1.0
1180,9500,3,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,1.0
1181,9503,4,branch crown,complete,2,1,1,4,Magnum,0,11-04-2022,1.0
1182,9518,5,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,1.0
1183,9521,6,branch crown,complete,1,1,0,3,Magnum,0,11-04-2022,1.0
1184,9536,7,branch crown,complete,0,0,0,0,Magnum,0,11-04-2022,1.0
1185,9538,8,branch crown,complete,0,0,0,0,Magnum,1,11-04-2022,1.0
1186,9540,9,vegetative bud,other,0,0,0,0,Magnum,2,11-04-2022,1.0
1187,9543,10,vegetative bud,other,0,0,0,0,Magnum,2,11-04-2022,1.0
1188,9546,11,vegetative bud,other,0,0,0,0,Magnum,2,11-04-2022,1.0
1189,9549,12,vegetative bud,other,0,0,0,0,Magnum,2,11-04-2022,1.0
1190,9557,1,branch crown,incomplete,1,1,0,6,Magnum,0,11-04-2022,2.0
1191,9581,2,branch crown,complete,3,2,1,6,Magnum,0,11-04-2022,2.0
1192,9608,3,branch crown,complete,3,2,1,8,Magnum,0,11-04-2022,2.0
1193,9650,4,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,2.0
1194,9653,5,branch crown,complete,0,0,0,0,Magnum,0,11-04-2022,2.0
1195,9655,6,vegetative bud,other,0,0,0,0,Magnum,1,11-04-2022,2.0
1196,9658,7,vegetative bud,other,0,0,0,0,Magnum,1,11-04-2022,2.0
1197,9661,8,vegetative bud,other,0,0,0,0,Magnum,1,11-04-2022,2.0
1198,9664,9,vegetative bud,other,0,0,0,0,Magnum,1,11-04-2022,2.0
1199,9667,10,vegetative bud,other,0,0,0,0,Magnum,1,11-04-2022,2.0
1200,9670,11,branch crown,incomplete,1,1,0,4,Magnum,1,11-04-2022,2.0
1201,9685,12,branch crown,incomplete,0,0,0,0,Magnum,1,11-04-2022,2.0
1202,9687,13,vegetative bud,other,0,0,0,0,Magnum,2,11-04-2022,2.0
1203,9690,14,vegetative bud,other,0,0,0,0,Magnum,2,11-04-2022,2.0
1204,9693,15,vegetative bud,other,0,0,0,0,Magnum,2,11-04-2022,2.0
1205,9696,16,vegetative bud,other,0,0,0,0,Magnum,2,11-04-2022,2.0
1206,9699,17,vegetative bud,other,0,0,0,0,Magnum,2,11-04-2022,2.0
1207,9707,1,branch crown,complete,2,1,1,4,Magnum,0,11-04-2022,3.0
1208,9725,2,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,3.0
1209,9728,3,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,3.0
1210,9731,4,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,3.0
1211,9734,5,branch crown,complete,2,1,1,4,Magnum,0,11-04-2022,3.0
1212,9752,6,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,3.0
1213,9755,7,branch crown,complete,0,0,0,0,Magnum,0,11-04-2022,3.0
1214,9757,8,vegetative bud,other,0,0,0,0,Magnum,1,11-04-2022,3.0
1215,9760,9,vegetative bud,other,0,0,0,0,Magnum,1,11-04-2022,3.0
1216,9763,10,branch crown,complete,0,0,0,0,Magnum,1,11-04-2022,3.0
1217,9765,11,vegetative bud,other,0,0,0,0,Magnum,2,11-04-2022,3.0
1218,9768,12,-1,other,0,0,0,0,Magnum,2,11-04-2022,3.0
1219,9779,1,branch crown,complete,2,1,1,7,Magnum,0,11-04-2022,4.0
1220,9809,2,branch crown,complete,2,1,1,5,Magnum,0,11-04-2022,4.0
1221,9833,3,branch crown,complete,2,1,1,5,Magnum,0,11-04-2022,4.0
1222,9857,4,branch crown,complete,0,0,0,0,Magnum,0,11-04-2022,4.0
1223,9859,5,vegetative bud,other,0,0,0,0,Magnum,1,11-04-2022,4.0
1224,9862,6,vegetative bud,other,0,0,0,0,Magnum,1,11-04-2022,4.0
1225,9865,7,branch crown,incomplete,1,1,0,3,Magnum,1,11-04-2022,4.0
1226,9883,8,branch crown,complete,0,0,0,0,Magnum,1,11-04-2022,4.0
1227,9885,9,vegetative bud,other,0,0,0,0,Magnum,2,11-04-2022,4.0
1228,9888,10,branch crown,incomplete,0,0,0,0,Magnum,2,11-04-2022,4.0
1229,9890,11,vegetative bud,other,0,0,0,0,Magnum,3,11-04-2022,4.0
1230,9893,12,vegetative bud,other,0,0,0,0,Magnum,3,11-04-2022,4.0
1231,9896,13,vegetative bud,other,0,0,0,0,Magnum,3,11-04-2022,4.0
1232,9899,14,vegetative bud,other,0,0,0,0,Magnum,3,11-04-2022,4.0
1233,9902,15,vegetative bud,other,0,0,0,0,Magnum,3,11-04-2022,4.0
1234,9911,1,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,5.0
1235,9914,2,branch crown,incomplete,1,1,0,4,Magnum,0,11-04-2022,5.0
1236,9929,3,branch crown,complete,2,1,1,2,Magnum,0,11-04-2022,5.0
1237,9944,4,branch crown,complete,2,1,1,5,Magnum,0,11-04-2022,5.0
1238,9962,5,branch crown,complete,1,1,0,4,Magnum,0,11-04-2022,5.0
1239,9977,6,branch crown,complete,0,0,0,0,Magnum,0,11-04-2022,5.0
1240,9979,7,vegetative bud,other,0,0,0,0,Magnum,1,11-04-2022,5.0
1241,9982,8,vegetative bud,other,0,0,0,0,Magnum,1,11-04-2022,5.0
1242,9985,9,vegetative bud,other,0,0,0,0,Magnum,1,11-04-2022,5.0
1243,9992,1,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,6.0
1244,9995,2,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,6.0
1245,9998,3,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,6.0
1246,10001,4,branch crown,complete,3,1,2,7,Magnum,0,11-04-2022,6.0
1247,10028,5,branch crown,complete,2,1,1,4,Magnum,0,11-04-2022,6.0
1248,10049,6,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,6.0
1249,10052,7,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,6.0
1250,10055,8,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,6.0
1251,10058,9,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,6.0
1252,10061,10,vegetative bud,other,0,0,0,0,Magnum,0,11-04-2022,6.0
1253,10064,11,branch crown,complete,2,1,1,4,Magnum,0,11-04-2022,6.0
1254,10082,12,branch crown,complete,0,0,0,0,Magnum,0,11-04-2022,6.0
1255,10084,13,vegetative bud,other,0,0,0,0,Magnum,1,11-04-2022,6.0
1256,10087,14,branch crown,incomplete,0,0,0,0,Magnum,1,11-04-2022,6.0
1257,10089,15,vegetative bud,other,0,0,0,0,Magnum,2,11-04-2022,6.0
1258,10092,16,vegetative bud,other,0,0,0,0,Magnum,2,11-04-2022,6.0
1259,10095,17,vegetative bud,other,0,0,0,0,Magnum,2,11-04-2022,6.0
1260,10103,1,branch crown,complete,2,1,1,4,Manon,0,05-04-2022,1.0
1261,10124,2,branch crown,complete,2,1,1,4,Manon,0,05-04-2022,1.0
1262,10145,3,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,1.0
1263,10148,4,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,1.0
1264,10151,5,branch crown,complete,6,2,4,11,Manon,0,05-04-2022,1.0
1265,10187,6,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,1.0
1266,10190,7,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,1.0
1267,10193,8,branch crown,incomplete,0,0,0,0,Manon,0,05-04-2022,1.0
1268,10195,9,vegetative bud,other,0,0,0,0,Manon,1,05-04-2022,1.0
1269,10198,10,vegetative bud,other,0,0,0,0,Manon,1,05-04-2022,1.0
1270,10205,1,branch crown,complete,0,0,0,0,Manon,0,05-04-2022,2.0
1271,10207,2,vegetative bud,other,0,0,0,0,Manon,1,05-04-2022,2.0
1272,10210,3,branch crown,complete,2,1,1,6,Manon,1,05-04-2022,2.0
1273,10237,4,vegetative bud,other,0,0,0,0,Manon,1,05-04-2022,2.0
1274,10240,5,vegetative bud,other,0,0,0,0,Manon,1,05-04-2022,2.0
1275,10243,6,branch crown,incomplete,1,1,0,3,Manon,1,05-04-2022,2.0
1276,10261,7,branch crown,complete,0,0,0,0,Manon,1,05-04-2022,2.0
1277,10263,8,vegetative bud,other,0,0,0,0,Manon,2,05-04-2022,2.0
1278,10266,9,vegetative bud,other,0,0,0,0,Manon,2,05-04-2022,2.0
1279,10269,10,vegetative bud,other,0,0,0,0,Manon,2,05-04-2022,2.0
1280,10272,11,branch crown,incomplete,0,0,0,0,Manon,2,05-04-2022,2.0
1281,10274,12,vegetative bud,other,0,0,0,0,Manon,3,05-04-2022,2.0
1282,10277,13,vegetative bud,other,0,0,0,0,Manon,3,05-04-2022,2.0
1283,10280,14,-1,other,0,0,0,0,Manon,3,05-04-2022,2.0
1284,10295,1,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,3.0
1285,10298,2,branch crown,complete,2,1,1,5,Manon,0,05-04-2022,3.0
1286,10322,3,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,3.0
1287,10325,4,vegetative bud,other,0,0,0,0,Manon,0,05-04-2022,3.0
1288,10328,5,branch crown,complete,2,1,1,5,Manon,0,05-04-2022,3.0
1289,10352,6,branch crown,complete,2,1,1,4,Manon,0,05-04-2022,3.0
1290,10373,7,branch crown,complete,0,0,0,0,Manon,0,05-04-2022,3.0
1291,10375,8,vegetative bud,other,0,0,0,0,Manon,1,05-04-2022,3.0
1292,10378,9,vegetative bud,other,0,0,0,0,Manon,1,05-04-2022,3.0
1293,10381,10,branch crown,complete,0,0,0,0,Manon,1,05-04-2022,3.0
1294,10383,11,vegetative bud,other,0,0,0,0,Manon,2,05-04-2022,3.0
1295,10386,12,vegetative bud,other,0,0,0,0,Manon,2,05-04-2022,3.0
1296,10389,13,vegetative bud,other,0,0,0,0,Manon,2,05-04-2022,3.0
